ENSG00000110717
ENSG00000140990
ENSG00000147123
ENSG00000162910
ENSG00000163344
ENSG00000074582
ENSG00000100348
ENSG00000130159
ENSG00000169738
ENSG00000107223
ENSG00000125901
ENSG00000130165
ENSG00000130810
ENSG00000131495
ENSG00000148290
ENSG00000167700
ENSG00000169020
ENSG00000170906
ENSG00000177225
ENSG00000178982
ENSG00000185608
ENSG00000213563
ENSG00000213619
ENSG00000065717
ENSG00000074071
ENSG00000099624
ENSG00000102103
ENSG00000105258
ENSG00000130821
ENSG00000163541
ENSG00000164077
ENSG00000165698
ENSG00000170291
ENSG00000173992
ENSG00000177830
ENSG00000183617
ENSG00000184436
