ENSG00000099797
ENSG00000115042
ENSG00000116151
ENSG00000130772
ENSG00000161618
ENSG00000083838
ENSG00000099326
ENSG00000153885
ENSG00000158006
ENSG00000159792
ENSG00000183077
ENSG00000185252
ENSG00000103254
ENSG00000105429
ENSG00000105662
ENSG00000124444
ENSG00000130312
ENSG00000130517
ENSG00000136828
ENSG00000142082
ENSG00000144040
ENSG00000150455
ENSG00000162076
ENSG00000162390
ENSG00000173614
ENSG00000177042
ENSG00000184436
ENSG00000186501
ENSG00000197150
ENSG00000198551
ENSG00000205643
ENSG00000010322
ENSG00000011009
ENSG00000100151
ENSG00000100413
ENSG00000103051
ENSG00000132881
ENSG00000146950
ENSG00000161558
ENSG00000172831
ENSG00000172992
ENSG00000179943
ENSG00000184828
ENSG00000189298
ENSG00000196502
ENSG00000197162
ENSG00000100092
ENSG00000103199
ENSG00000105671
ENSG00000105676
ENSG00000108469
ENSG00000115286
ENSG00000123815
ENSG00000125967
ENSG00000130590
ENSG00000132016
ENSG00000132254
ENSG00000148814
ENSG00000149499
ENSG00000153896
ENSG00000159788
ENSG00000160392
ENSG00000161671
ENSG00000163517
ENSG00000169660
ENSG00000170906
ENSG00000171813
ENSG00000213339
ENSG00000251247
