gene,score.p,score.n,score.z,score.ppen,score.npen,ppv,npv,ppenpv,npenpv
ENSG00000099797,0.846153846153846,0.102564102564103,0.0512820512820513,1.9,22,0.000290942902401059,0.911302622569256,0.894338200960486,0.307361570325926
ENSG00000115042,0.82051282051282,0.128205128205128,0.0512820512820513,1.5,30.5,0.000570862583965215,0.887298061156136,0.901446589274978,0.0779171438012505
ENSG00000116151,0.82051282051282,0.128205128205128,0.0512820512820513,3.9,36.3,0.000570862583965215,0.887298061156136,0.853236023697041,0.020468139625755
ENSG00000130772,0.82051282051282,0.153846153846154,0.0256410256410257,1.2,34.4,0.000570862583965215,0.858979765563082,0.906543476604627,0.0329245923342816
ENSG00000161618,0.82051282051282,0.17948717948718,2.77555756156289e-17,3.3,24.5,0.000570862583965215,0.826188605852325,0.866558616117989,0.219844293100545
ENSG00000083838,0.794871794871795,0.0769230769230769,0.128205128205128,1.1,34.5,0.00108404830259523,0.931275322012069,0.908198412266753,0.032140638063657
ENSG00000099326,0.794871794871795,0.17948717948718,0.0256410256410257,5.2,34,0.00108404830259523,0.826188605852325,0.821403090958259,0.036219536406303
ENSG00000153885,0.794871794871795,0.153846153846154,0.0512820512820513,3.5,38,0.00108404830259523,0.858979765563082,0.862213408794889,0.0129619243814754
ENSG00000158006,0.794871794871795,0.102564102564103,0.102564102564103,2.9,22.8,0.00108404830259523,0.911302622569256,0.874963879013788,0.277748410440191
ENSG00000159792,0.794871794871795,0.102564102564103,0.102564102564103,1.9,19.6,0.00108404830259523,0.911302622569256,0.894338200960486,0.403328159982463
ENSG00000183077,0.794871794871795,0.128205128205128,0.076923076923077,2,36,0.00108404830259523,0.887298061156136,0.892504561344011,0.0221178924725732
ENSG00000185252,0.794871794871795,0.153846153846154,0.0512820512820513,3.3,28,0.00108404830259523,0.858979765563082,0.866558616117989,0.125103680932872
ENSG00000103254,0.769230769230769,0.153846153846154,0.0769230769230769,5.7,29.2,0.00199269197782681,0.858979765563082,0.808080678244456,0.100422747082792
ENSG00000105429,0.769230769230769,0.17948717948718,0.0512820512820512,3,42.3,0.00199269197782681,0.826188605852325,0.872898069980748,0.00356535248656198
ENSG00000105662,0.769230769230769,0.102564102564103,0.128205128205128,1.7,37.5,0.00199269197782681,0.911302622569256,0.897937417221355,0.0148722777397305
ENSG00000124444,0.769230769230769,0.153846153846154,0.0769230769230769,1.4,24.6,0.00199269197782681,0.858979765563082,0.903167685288146,0.216668467612658
ENSG00000130312,0.769230769230769,0.153846153846154,0.0769230769230769,3.3,21.4,0.00199269197782681,0.858979765563082,0.866558616117989,0.330442104463541
ENSG00000130517,0.769230769230769,0.153846153846154,0.0769230769230769,4.7,28.8,0.00199269197782681,0.858979765563082,0.834127618248913,0.108220687283035
ENSG00000136828,0.769230769230769,0.153846153846154,0.0769230769230769,4.8,36.3,0.00199269197782681,0.858979765563082,0.831630750160356,0.020468139625755
ENSG00000142082,0.769230769230769,0.102564102564103,0.128205128205128,1.1,20.2,0.00199269197782681,0.911302622569256,0.908198412266753,0.378511624861683
ENSG00000144040,0.769230769230769,0.128205128205128,0.102564102564103,5.2,25.4,0.00199269197782681,0.887298061156136,0.821403090958259,0.192233656226361
ENSG00000150455,0.769230769230769,0.128205128205128,0.102564102564103,1.2,22.4,0.00199269197782681,0.887298061156136,0.906543476604627,0.292380664580349
