gene,score.p,score.n,score.z,score.ppen,score.npen,ppv,npv,ppenpv,npenpv
ENSG00000143369,0.0816326530612245,0.897959183673469,0.0204081632653061,42.9,5.8,0.954774088134249,7.09800392346693e-05,0.000252849096701757,0.940487962151387
ENSG00000010404,0.0612244897959184,0.857142857142857,0.0816326530612246,34.1,1.8,0.964804939087707,0.000199170372272017,0.00681203418043785,0.971502991271542
ENSG00000089327,0.142857142857143,0.857142857142857,1.11022302462516e-16,43.4,9.1,0.91050971829788,0.000199170372272017,0.000203775226301328,0.898790894303953
ENSG00000131037,0.102040816326531,0.857142857142857,0.0408163265306123,36.6,3.1,0.942561529156744,0.000199170372272017,0.00294219897459391,0.963385655507108
ENSG00000175602,0.142857142857143,0.857142857142857,1.11022302462516e-16,48.1,5.4,0.91050971829788,0.000199170372272017,2.30122811877287e-05,0.944456950975718
ENSG00000109089,0.142857142857143,0.836734693877551,0.0204081632653061,40.6,4,0.91050971829788,0.000325521408673035,0.000655499587011055,0.956726100866105
ENSG00000017797,0.163265306122449,0.816326530612245,0.0204081632653061,13.2,10.6,0.890187826966212,0.000523406522363823,0.473439639206327,0.874001965111902
ENSG00000085117,0.122448979591837,0.816326530612245,0.0612244897959183,36.6,4.8,0.92789252281169,0.000523406522363823,0.00294219897459391,0.95001524095489
ENSG00000176095,0.0816326530612245,0.816326530612245,0.102040816326531,21.7,0.9,0.954774088134249,0.000523406522363823,0.148505381683598,0.976196695948967
ENSG00000183963,0.163265306122449,0.816326530612245,0.0204081632653061,36.5,6.7,0.890187826966212,0.000523406522363823,0.00304710078486425,0.930746851740349
ENSG00000186716,0.102040816326531,0.816326530612245,0.0816326530612245,36.7,3.3,0.942561529156744,0.000523406522363823,0.0028405634419677,0.961983231508415
ENSG00000198858,0.0816326530612245,0.816326530612245,0.102040816326531,28.6,1.4,0.954774088134249,0.000523406522363823,0.0332275586843083,0.973676434258619
ENSG00000116337,0.163265306122449,0.795918367346939,0.0408163265306123,29.3,4.5,0.890187826966212,0.000827997489282084,0.0276992540514243,0.952623055857179
ENSG00000130005,0.102040816326531,0.795918367346939,0.102040816326531,37.7,4.7,0.942561529156744,0.000827997489282084,0.00198527943868909,0.950896941958482
ENSG00000132688,0.102040816326531,0.795918367346939,0.102040816326531,50.2,4.2,0.942561529156744,0.000827997489282084,7.93918058628051e-06,0.955120700426352
ENSG00000173992,0.122448979591837,0.795918367346939,0.0816326530612245,17,3.2,0.92789252281169,0.000827997489282084,0.307460189321289,0.962689826262812
ENSG00000175826,0.102040816326531,0.795918367346939,0.102040816326531,15.4,5.6,0.942561529156744,0.000827997489282084,0.374749587306774,0.942499390148654
ENSG00000102760,0.183673469387755,0.775510204081633,0.0408163265306123,37,6.8,0.866749126256404,0.00128877417972895,0.0025543771014509,0.929592735613412
ENSG00000103202,0.142857142857143,0.775510204081633,0.0816326530612246,33.7,6.3,0.91050971829788,0.00128877417972895,0.00773713414905841,0.935218041702508
ENSG00000105355,0.142857142857143,0.775510204081633,0.0816326530612246,29.8,9.3,0.91050971829788,0.00128877417972895,0.0242384752666691,0.895707982112677
ENSG00000138080,0.122448979591837,0.775510204081633,0.102040816326531,48.9,1.9,0.92789252281169,0.00128877417972895,1.54432562352591e-05,0.970936893859283
ENSG00000139722,0.102040816326531,0.775510204081633,0.122448979591837,31.8,3.8,0.942561529156744,0.00128877417972895,0.0138020740698278,0.958284804298687
ENSG00000149499,0.183673469387755,0.775510204081633,0.0408163265306123,21.6,12,0.866749126256404,0.00128877417972895,0.151181336844539,0.84730631703128
ENSG00000160050,0.204081632653061,0.775510204081633,0.0204081632653061,28.2,3.9,0.840078815630674,0.00128877417972895,0.0367751479991926,0.957511232879757
ENSG00000162511,0.163265306122449,0.775510204081633,0.0612244897959184,42.2,4.6,0.890187826966212,0.00128877417972895,0.000340242118871514,0.951766176016976
ENSG00000177105,0.183673469387755,0.775510204081633,0.0408163265306123,27.3,3.8,0.866749126256404,0.00128877417972895,0.0458945971826056,0.958284804298687
ENSG00000184205,0.204081632653061,0.775510204081633,0.0204081632653061,35.9,7.9,0.840078815630674,0.00128877417972895,0.00375032364753747,0.915903651225703
ENSG00000188643,0.0816326530612245,0.775510204081633,0.142857142857143,53.9,9.5,0.954774088134249,0.00128877417972895,1.06286870571459e-06,0.892557572837516
ENSG00000213654,0.102040816326531,0.775510204081633,0.122448979591837,19.1,1.9,0.942561529156744,0.00128877417972895,0.228362359015927,0.970936893859283
ENSG00000069535,0.142857142857143,0.755102040816326,0.102040816326531,44.4,10.5,0.91050971829788,0.00197384201450013,0.000131121539934997,0.875775823743595
ENSG00000084731,0.183673469387755,0.755102040816326,0.0612244897959184,26.4,6.6,0.866749126256404,0.00197384201450013,0.0567485983403141,0.931886337977224
ENSG00000105327,0.183673469387755,0.755102040816326,0.0612244897959184,39.7,6.5,0.866749126256404,0.00197384201450013,0.000934820644526102,0.933011296342704
ENSG00000138030,0.204081632653061,0.755102040816326,0.0408163265306123,31.2,6.3,0.840078815630674,0.00197384201450013,0.0164232045743822,0.935218041702508
ENSG00000140859,0.163265306122449,0.755102040816326,0.0816326530612246,39.3,6,0.890187826966212,0.00197384201450013,0.00109106800205461,0.938421797708788
ENSG00000142694,0.0816326530612245,0.755102040816326,0.163265306122449,44,3.7,0.954774088134249,0.00197384201450013,0.000156644373950576,0.95904692882185
ENSG00000143774,0.204081632653061,0.755102040816326,0.0408163265306123,17.4,2.9,0.840078815630674,0.00197384201450013,0.291501665728814,0.964745470115614
ENSG00000185122,0.244897959183673,0.755102040816326,0,15.7,4.8,0.776980772075907,0.00197384201450013,0.361761136241398,0.95001524095489
ENSG00000185507,0.183673469387755,0.755102040816326,0.0612244897959184,32.5,6.1,0.866749126256404,0.00197384201450013,0.0112074462736024,0.93736792017515
ENSG00000012779,0.0204081632653061,0.73469387755102,0.244897959183673,34.5,1.4,0.979431066907339,0.00297487008243458,0.00598604227786903,0.973676434258619
ENSG00000047644,0.204081632653061,0.73469387755102,0.0612244897959183,22.6,9.4,0.840078815630674,0.00297487008243458,0.125849668193857,0.894141247970113
ENSG00000051128,0.244897959183673,0.73469387755102,0.020408163265306,32.7,7.6,0.776980772075907,0.00297487008243458,0.0105488045798768,0.919821192449354
ENSG00000054598,0.163265306122449,0.73469387755102,0.102040816326531,47.4,13,0.890187826966212,0.00297487008243458,3.24083206947323e-05,0.826091069059688
ENSG00000060558,0.0816326530612245,0.73469387755102,0.183673469387755,47.8,3.2,0.954774088134249,0.00297487008243458,2.66694954687008e-05,0.962689826262812
ENSG00000090006,0.183673469387755,0.73469387755102,0.0816326530612245,31.2,9.2,0.866749126256404,0.00297487008243458,0.0164232045743822,0.897257841540377
