gene,score.p,score.n,score.z,score.ppen,score.npen,ppv,npv,ppenpv,npenpv
ENSG00000101751,0.938775510204082,0.0612244897959184,-4.16333634234434e-17,1.7,63.8,0.000700022436971648,0.944977776891385,0.895109455705341,0.000295201105155463
ENSG00000101574,0.897959183673469,0.0816326530612245,0.0204081632653061,1.5,41.4,0.00152875498067917,0.928705779025638,0.899223224093965,0.0659139234230564
ENSG00000178921,0.897959183673469,0.102040816326531,0,5.1,39,0.00152875498067917,0.908971135393957,0.806115963609724,0.0967578685798106
ENSG00000006757,0.877551020408163,0.122448979591837,2.77555756156289e-17,1.7,29.7,0.00221692672730212,0.88544842492475,0.895109455705341,0.308767345877334
ENSG00000119041,0.877551020408163,0.122448979591837,2.77555756156289e-17,3.9,50.3,0.00221692672730212,0.88544842492475,0.841705983350563,0.0115014366796002
ENSG00000186141,0.877551020408163,0.102040816326531,0.0204081632653061,2.2,44.1,0.00221692672730212,0.908971135393957,0.884296394548828,0.0409775836167934
ENSG00000068784,0.857142857142857,0.0816326530612245,0.0612244897959184,2,47.9,0.00317488795120502,0.928705779025638,0.88871298784978,0.0193810880810905
ENSG00000091483,0.857142857142857,0.122448979591837,0.0204081632653062,3.9,35.1,0.00317488795120502,0.88544842492475,0.841705983350563,0.167426003184868
ENSG00000108666,0.857142857142857,0.102040816326531,0.0408163265306123,3.1,57.4,0.00317488795120502,0.908971135393957,0.862885478001482,0.00195813940176137
ENSG00000130348,0.857142857142857,0.0612244897959184,0.0816326530612245,1,38.8,0.00317488795120502,0.944977776891385,0.908990417143993,0.0997416525650668
ENSG00000142856,0.857142857142857,0.142857142857143,5.55111512312578e-17,4.8,41.6,0.00317488795120502,0.857892492808173,0.815441220740799,0.0637347950351895
ENSG00000143379,0.857142857142857,0.0816326530612245,0.0612244897959184,1.4,33.5,0.00317488795120502,0.928705779025638,0.90123542658119,0.204232650849874
ENSG00000183765,0.857142857142857,0.0612244897959184,0.0816326530612245,3.3,56.5,0.00317488795120502,0.944977776891385,0.857781474016137,0.00249777047318256
ENSG00000185917,0.857142857142857,0.122448979591837,0.0204081632653062,1.6,54.3,0.00317488795120502,0.88544842492475,0.897181289142282,0.00442414685029713
ENSG00000276234,0.857142857142857,0.142857142857143,5.55111512312578e-17,3.9,33.6,0.00317488795120502,0.857892492808173,0.841705983350563,0.201799958386964
ENSG00000005156,0.836734693877551,0.102040816326531,0.0612244897959183,5.8,45.7,0.0044904887391326,0.908971135393957,0.783267444534421,0.0302424551603564
ENSG00000034693,0.836734693877551,0.0816326530612245,0.0816326530612245,3.7,32,0.0044904887391326,0.928705779025638,0.847191997133867,0.242770074375822
ENSG00000075131,0.836734693877551,0.102040816326531,0.0612244897959183,5,65.9,0.0044904887391326,0.908971135393957,0.809255814510386,0.000149114006286699
ENSG00000088035,0.836734693877551,0.102040816326531,0.0612244897959183,6.3,51,0.0044904887391326,0.908971135393957,0.76603466012957,0.00980650870211674
ENSG00000099622,0.836734693877551,0.0816326530612245,0.0816326530612245,3,37.7,0.0044904887391326,0.928705779025638,0.865389976755033,0.117358649174794
ENSG00000101901,0.836734693877551,0.122448979591837,0.0408163265306122,2.7,43.6,0.0044904887391326,0.88544842492475,0.872714306575706,0.0449056941648368
ENSG00000104320,0.836734693877551,0.102040816326531,0.0612244897959183,2.5,52.8,0.0044904887391326,0.908971135393957,0.877440406084263,0.0064108618040819
ENSG00000104412,0.836734693877551,0.102040816326531,0.0612244897959183,2.9,46.1,0.0044904887391326,0.908971135393957,0.867862895799074,0.0279580134217821
ENSG00000115365,0.836734693877551,0.142857142857143,0.0204081632653061,2.7,34,0.0044904887391326,0.857892492808173,0.872714306575706,0.19224404971731
ENSG00000117593,0.836734693877551,0.142857142857143,0.0204081632653061,4.4,42.1,0.0044904887391326,0.857892492808173,0.827432599372606,0.0585321247557571
ENSG00000120800,0.836734693877551,0.102040816326531,0.0612244897959183,3.7,43.4,0.0044904887391326,0.908971135393957,0.847191997133867,0.046559478780651
ENSG00000128654,0.836734693877551,0.102040816326531,0.0612244897959183,3.6,43.1,0.0044904887391326,0.908971135393957,0.849887149507786,0.0491314266567232
ENSG00000132953,0.836734693877551,0.102040816326531,0.0612244897959183,2.4,40.7,0.0044904887391326,0.908971135393957,0.879756712416443,0.0739974813396501
ENSG00000137500,0.836734693877551,0.142857142857143,0.0204081632653061,1.7,33.6,0.0044904887391326,0.857892492808173,0.895109455705341,0.201799958386964
